,Timestamp,Wat is je vooropleiding?,Waar woon je nu?,"Ik heb voor deze studie gekozen, omdat...",Kies de TV-/internetserie die jou het meest aanspreekt.,Kies de hobby die jou het meest aanspreekt.,Star...?,Hoe zou jij HBO-ICT het liefst willen toepassen?,Kies de computergame die jou het meest aanspreekt.,Kies de superheld die jou het meest aanspreekt.,"Als je een huisdier zou mogen kiezen, welke zou dat dan zijn?",Kies het Operating System dat jou het meest aanspreekt.,Ik had mijn huiswerk goed voorbereid.,Als je voor opdracht A hebt gekozen: Had je pen en papier meegenomen?,Welke opdracht heb je gekozen? ,Ik denk dat ik Python vaak zou willen gebruiken.,Ik vond de opdrachten onnodig complex.,Ik vond Python makkelijk te programmeren,Ik denk dat ik veel hulp van een docent/studentassistent nodig zal hebben als ik Python ga programmeren.,De opdrachten vertoonden veel samenhang.,De opdrachten waren inconsistent.,Ik kan me voorstellen dat de meeste mensen snel leren programmeren in Python ,Ik vond de opdrachten erg lastig,Ik voelde me erg zelfverzekerd tijdens het maken van de opdrachten,Ik moest eerst veel leren voordat ik de opdrachten kon maken.
208,7/9/2015 10:33:01,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Actieve sport,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Batman,Kat,Windows,3,Ja,Opdracht A,3,3,3,4,3,2,3,3,4,4
209,7/9/2015 10:34:02,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Deadpool,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,5,2,4,3,3,4,4,3,4,3
210,7/9/2015 10:34:29,MBO,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,3,2,3,3,2,2,4,2,3,3
211,7/9/2015 10:34:36,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Batman,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,3,3,4,2,4,4,3,3
212,7/9/2015 10:34:48,MBO,Flevoland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Superman,Hond,Windows,3,Ja,Opdracht A,3,3,3,3,3,4,3,3,4,3
213,7/9/2015 10:34:57,Havo,Zuid-Holland,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Iron man,Hond,Windows,3,Ja,Opdracht A,3,3,3,4,2,5,3,4,4,4
214,7/9/2015 10:35:24,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Starbucks,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Batman,Kat,OS X,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,3,3,5,3,3,4,4,2,3
215,7/9/2015 10:36:11,Ik heb de 21+ toets gedaan,Noord-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Iron man,Kat,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,5,3,3,3,5,5,3,2,4,1
216,7/9/2015 10:36:12,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Deadpool,Mewtwo,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,4,2,4,2,4,2,3,2
217,7/9/2015 10:37:16,Havo,Overijssel,...deze mij het leukst leek.,Game of Thrones,TV kijken,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Deadpool,Kat,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,5,1,3,3,4,1,4,2
218,7/9/2015 10:50:36,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Trek,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Kat,Linux,4,Ik heb niet voor opdracht A gekozen,Opdracht C,5,1,5,1,3,3,4,1,5,2
219,7/9/2015 10:51:10,VWO,Noord-Brabant,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Deadpool,Hond,Linux,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,3,3,4,2,4,2,4,2
220,7/9/2015 10:51:30,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Hond,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,4,3,4,3,4,2,5,1
221,7/9/2015 10:51:45,Havo,Overijssel,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Kat,Windows,1,Nee,Opdracht A,3,2,3,2,4,3,3,2,3,2
222,7/9/2015 10:52:29,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Hond,OS X,2,Nee,Opdracht A,4,2,1,3,4,3,5,3,1,2
223,7/9/2015 10:52:31,Havo,Utrecht,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Batman,Hond,Windows,4,Ja,Opdracht D,3,4,1,5,3,2,4,4,2,3
224,7/9/2015 10:52:48,Havo,Zuid-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Trek,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Pokémon,Iron man,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,1,4,1,4,2,4,2
225,7/9/2015 10:52:53,MBO,Noord-Brabant,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,1,2,4,3,4,5,4,3,4
226,7/9/2015 10:52:58,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,3,1,3,3,3,1,2,2,4,3
227,7/9/2015 10:53:34,MBO,Utrecht,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Iron man,Kat,Windows,4,Ja,Opdracht D,4,2,3,3,2,3,4,3,4,2
228,7/9/2015 10:53:39,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Iron man,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,4,1,2,2,3,2,4,2
229,7/9/2015 10:54:03,Havo,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Deadpool,Hond,Windows,4,Ja,Opdracht B,4,2,3,4,4,1,4,3,2,3
230,7/9/2015 10:54:05,Havo,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Trek,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Iron man,Mewtwo,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,5,1,4,2,5,1,5,1
231,7/9/2015 10:54:09,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,2,2,3,2,4,2,4,3,2,2
232,7/9/2015 10:55:26,Havo,Gelderland,...deze mij het meeste kans op een baan geeft.,The Walking Dead,Stappen / uitgaan,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Iron man,Hond,OS X,1,Nee,Opdracht A,1,1,1,5,3,4,2,1,5,5
233,7/9/2015 10:56:43,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Grand Theft Auto,Iron man,Hond,Windows,4,Nee,Opdracht B,4,1,3,3,4,3,4,2,4,2
234,7/9/2015 10:56:53,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Hond,Windows,3,Nee,Opdracht D,5,1,4,3,5,3,4,2,4,3
235,7/9/2015 10:57:14,MBO,Flevoland,...deze mij het leukst leek.,Naruto,Actieve sport,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Superman,Mewtwo,OS X,1,Ja,Opdracht A,1,5,1,3,3,3,5,2,4,1
236,7/9/2015 10:57:16,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Batman,Kat,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht B,3,2,4,3,3,1,2,2,3,1
237,7/9/2015 10:57:37,Havo,Gelderland,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Superman,Mewtwo,Windows,1,Ja,Opdracht A,2,3,2,4,4,3,5,2,3,2
238,7/9/2015 10:58:13,Havo,Zuid-Holland,...deze mij het leukst leek.,Naruto,Actieve sport,Stark Industries,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Kat,Windows,5,Ja,Opdracht A,4,2,2,4,3,2,3,3,3,3
239,7/9/2015 10:58:20,Havo,Noord-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Batman,Kat,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,3,2,3,4,4,1,4,2
240,7/9/2015 10:58:27,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Iron man,Kat,Windows,3,Nee,Opdracht A,4,3,3,5,4,4,3,3,2,4
241,7/9/2015 10:58:27,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Batman,Hond,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,3,4,4,3,4,3,2,4
242,7/9/2015 10:58:42,Havo,Gelderland,...deze mij het leukst leek.,Naruto,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Iron man,Hond,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht B,4,4,3,4,4,2,4,3,2,5
243,7/9/2015 10:58:53,Havo,Utrecht,...deze mij het meeste kans op een baan geeft.,Naruto,Actieve sport,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Batman,Kat,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht C,1,4,2,5,4,4,3,4,3,4
244,7/9/2015 10:59:16,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Starbucks,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Superman,Hond,Windows,2,Ja,Opdracht A,1,2,2,5,3,2,3,3,3,3
245,7/9/2015 10:59:17,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Batman,Hond,Windows,2,Nee,Opdracht A,2,4,1,3,2,3,2,2,2,1
246,7/9/2015 10:59:52,MBO4 en HAVO,Noord-Brabant,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Pokémon,Deadpool,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,3,3,4,4,2,3,2,4,1
247,7/9/2015 11:00:03,MBO,Noord-Brabant,...deze mij het makkelijkst leek (ik ben goed met computers).,Game of Thrones,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,World of Warcraft / League of Legends,Batman,Hond,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht D,2,3,1,4,2,4,1,3,3,4
248,7/9/2015 11:00:46,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Trek,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Iron man,Mewtwo,Windows,4,Nee,Opdracht D,2,2,2,3,3,4,2,3,3,3
249,7/9/2015 11:00:50,HBO Schakeljaar,Utrecht,...deze mij het meest werd geadviseerd.,Game of Thrones,Denk- en puzzelsport,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Wonder Woman,Hond,Windows,1,Ja,Opdracht A,2,1,2,3,2,1,3,2,3,3
250,7/9/2015 11:00:55,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Stappen / uitgaan,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Iron man,Mewtwo,Windows,5,Ja,Opdracht A,3,2,2,4,4,3,3,2,5,3
251,7/9/2015 11:01:29,MBO,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Deadpool,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,3,3,1,3,2,4,2
252,7/9/2015 11:01:48,Ik heb de 21+ toets gedaan,Noord-Holland,...deze mij het leukst leek.,Game of Thrones,Stappen / uitgaan,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Angry Birds / Flappy Bird,Iron man,Kat,OS X,4,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,4,2,3,4,4,2,3,3
253,7/9/2015 11:02:09,MBO,Gelderland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Iron man,Hond,Windows,4,Ja,Opdracht D,3,2,3,3,4,2,2,2,4,3
254,7/9/2015 11:02:14,MBO,Utrecht,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Stappen / uitgaan,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Iron man,Hond,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht B,3,4,3,4,4,4,2,3,3,3
255,7/9/2015 11:02:58,Havo,Noord-Holland,...deze mij het leukst leek.,The Walking Dead,Gamen,Starbucks,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,World of Warcraft / League of Legends,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,2,2,3,3,4,4,2,4,2
256,7/9/2015 11:04:20,MBO,Utrecht,...deze mij het meeste kans op een baan geeft.,The Big Bang Theory,Gamen,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Deadpool,Hond,OS X,5,Ik heb niet voor opdracht A gekozen,Opdracht C,4,1,4,3,3,3,4,2,3,3
257,7/9/2015 11:04:28,MBO,Utrecht,...deze mij het meest werd geadviseerd.,Game of Thrones,Stappen / uitgaan,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Call of Duty / Battlefield,Batman,Hond,OS X,4,Ik heb niet voor opdracht A gekozen,Opdracht B,5,3,3,4,4,2,4,3,3,3
258,7/9/2015 11:05:59,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Trek,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,5,3,4,3,4,2,4,2
259,7/9/2015 12:24:25,Havo,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Batman,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,2,3,4,3,2,4,2,5,1
260,7/9/2015 12:27:45,Havo,Gelderland,...deze mij het meest werd geadviseerd.,Naruto,Gamen,Star Wars,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,World of Warcraft / League of Legends,Deadpool,Mewtwo,Windows,5,Ja,Opdracht A,4,2,4,1,4,1,4,1,5,1
261,7/9/2015 12:28:13,Havo,Flevoland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,4,3,3,3,4,2,4,3
262,7/9/2015 12:28:48,VWO,Utrecht,...deze mij het leukst leek.,The Walking Dead,TV kijken,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Grand Theft Auto,Batman,Kat,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht D,3,1,3,3,3,3,4,1,5,2
263,7/9/2015 12:30:59,MBO,Noord-Brabant,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Stark Industries,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Grand Theft Auto,Superman,Kat,Windows,2,Ik heb niet voor opdracht A gekozen,Opdracht D,3,1,4,3,3,2,2,1,5,1
264,7/9/2015 12:34:46,Havo,Flevoland,...deze mij het leukst leek.,Naruto,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Pokémon,Deadpool,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,3,3,3,3,3,3,3,3
265,7/9/2015 12:35:28,Havo,Utrecht,...deze mij het leukst leek.,Game of Thrones,Gamen,Star Wars,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Deadpool,Hond,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,4,3,4,1,4,3,5,3
266,7/9/2015 12:36:27,Havo,Gelderland,...deze mij het leukst leek.,Naruto,Gamen,Star Trek,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Iron man,Kat,OS X,3,Ik heb niet voor opdracht A gekozen,Opdracht C,4,2,5,1,5,5,4,1,4,2
267,7/9/2015 12:36:36,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Pokémon,Deadpool,Rancor,Windows,1,Ik heb niet voor opdracht A gekozen,Opdracht D,3,2,3,4,3,5,5,2,3,4
268,7/9/2015 12:37:10,Havo,Flevoland,...deze mij het leukst leek.,Game of Thrones,Actieve sport,Stark Industries,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,Call of Duty / Battlefield,Superman,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht C,5,1,5,1,4,1,5,1,5,1
269,7/9/2015 12:37:11,Havo,Zuid-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Gamen,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Iron man,Mewtwo,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,1,3,3,4,3,3,3
270,7/9/2015 12:37:24,Havo,Noord-Holland,...deze mij het meeste kans op een baan geeft.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",Grand Theft Auto,Iron man,Mewtwo,Windows,3,Ik heb niet voor opdracht A gekozen,Opdracht D,4,3,4,3,4,3,4,3,3,4
271,7/9/2015 12:37:31,MBO,Utrecht,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Angry Birds / Flappy Bird,Batman,Kat,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht B,5,1,4,3,4,2,2,2,5,1
272,7/9/2015 12:37:58,MBO,Noord-Holland,...deze mij het leukst leek.,Breaking Bad / Better Call Saul,Actieve sport,Star Wars,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Call of Duty / Battlefield,Deadpool,Hond,Windows,3,Ja,Opdracht D,5,3,3,4,4,4,4,2,4,4
273,7/9/2015 12:38:29,Havo,Zuid-Holland,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Starbucks,Drones over een rampgebied laten vliegen om te helpen bij het opsporen van vermiste personen.,World of Warcraft / League of Legends,Iron man,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht C,3,2,4,2,3,2,4,2,4,2
274,7/9/2015 12:38:33,Economie aan Aleppo Universiteit maar niet afgerond,Friesland,...deze mij het meeste kans op een baan geeft.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Stark Industries,Een vernieuwingsproces analyseren op overbodige of dubbele processen om de marktintroductietijd (tijd om een product te maken en in de markt te zetten) van een product te verkleinen.,Grand Theft Auto,Superman,Hond,Windows,1,Nee,Opdracht B,2,5,1,5,5,4,5,5,1,5
275,7/9/2015 12:38:37,MBO,Gelderland,...deze mij het meeste kans op een baan geeft.,Breaking Bad / Better Call Saul,Stappen / uitgaan,Stark Industries,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Deadpool,Hond,Windows,4,Ik heb niet voor opdracht A gekozen,Opdracht B,4,3,3,4,4,4,4,3,3,4
276,7/9/2015 12:38:40,Havo,Utrecht,...deze mij het leukst leek.,The Big Bang Theory,Gamen,Star Wars,Het beschermen van cruciale bedrijfsnetwerken tegen digitale aanvallen en ervoor zorgen dat data nooit gelekt wordt naar de buitenwereld.,Call of Duty / Battlefield,Deadpool,Hond,Windows,5,Ik heb niet voor opdracht A gekozen,Opdracht D,4,1,4,2,5,3,4,1,4,2
277,7/9/2015 12:38:42,Havo,Utrecht,...deze mij het meeste kans op een baan geeft.,Game of Thrones,Stappen / uitgaan,Starbucks,Data over reisvluchten en koopgedrag op een luchthaven verzamelen en analyseren om het productaanbod beter te laten aansluiten op reizigers.,Call of Duty / Battlefield,Batman,Hond,Windows,3,Ja,Opdracht A,3,1,2,5,4,2,4,3,3,4
278,7/9/2015 12:39:18,MBO,Utrecht,...deze mij het leukst leek.,The Walking Dead,Actieve sport,Star Wars,"Het combineren van 112 Alarmeringen, Twitter, Instagram en andere sociale media om snel een beeld te krijgen van de situatie ter plaatse.",World of Warcraft / League of Legends,Iron man,Kat,Linux,5,Ik heb niet voor opdracht A gekozen,Opdracht B,4,1,4,2,3,4,4,1,4,1
